place_id,name,keyword,district,address,phone,website,rating,user_ratings_total,types,lat,lng,photo_1,photo_2,photo_3,num_reviews,review_summary,distance_from_center_km,nearby_places_count,district_encoded,district_place_count,popularity_score,engagement_rate,has_rating,rating_filled,is_highly_rated,has_reviews,has_review_text,types_list,num_types,is_establishment,is_point_of_interest,is_food,is_restaurant,is_store,is_lodging,is_shopping_mall,is_tourist_attraction,keyword_encoded,carbon_category,carbon_category_encoded,has_phone,has_website,connectivity_score,name_length,address_length,has_postal_code,review_summary_length,review_sentiment_positive,estimated_transport_carbon_kg,activity_carbon_score,visitor_carbon_factor,carbon_impact_score,has_carbon_offset_potential,lat_grid,lng_grid,location_cluster,cluster_size,tourism_score,carbon_credits_kg_co2
ChIJ85NiONcH1zARve3WRS5sSvM,ไร่ ปริณดา,ฟาร์ม,อำเภอเวียงชัย,"240หมู่11 Tambon Wiang Chai, Amphoe Wiang Chai, Chang Wat Chiang Rai 57210, Thailand",086 658 6519,,5.0,2,"establishment, point_of_interest",19.8704841,99.8666756,เวียงชัย_ไร__ปร_ณดา_0.jpg,เวียงชัย_ไร__ปร_ณดา_1.jpg,เวียงชัย_ไร__ปร_ณดา_2.jpg,2,,5.301582609091545,47,9,58,2.659167373200866,1.0,1,5.0,1,1,0,"['establishment', 'point_of_interest']",2,1,1,0,0,0,0,0,0,6,medium,1,1,0,1,10,84,1,0,0,0.6361899130909854,3,0.10986122886681096,1.423815342587339,0,397.0,1997.0,397.0_1997.0,4,0.5526598868547163,2.4774204205667822
ChIJcxxIROip1zARZlmkOlIAOZk,BB farm,ฟาร์ม,อำเภอเวียงชัย,"ซอย 16 Tambon Wiang Nuea, Amphoe Wiang Chai, Chang Wat Chiang Rai 57210, Thailand",090 056 7847,,5.0,1,"establishment, point_of_interest",19.9344199,99.9384118,เวียงชัย_BB_farm_0.jpg,เวียงชัย_BB_farm_1.jpg,เวียงชัย_BB_farm_2.jpg,1,,11.17704954270681,18,9,58,2.4158883083359672,1.0,1,5.0,1,1,0,"['establishment', 'point_of_interest']",2,1,1,0,0,0,0,0,0,6,medium,1,1,0,1,7,81,1,0,0,1.341245945124817,3,0.06931471805599453,1.6231681989542435,0,399.0,1999.0,399.0_1999.0,6,0.5386935021544965,4.8014750604805485
ChIJcd0Bm7Op1zARxoImAK96aDQ,ไร่คุณเกื้อ Melon Farm Chiang rai,ฟาร์ม,อำเภอเวียงชัย,"120 ซอย 9 Tambon Wiang Nuea, Amphoe Wiang Chai, Chang Wat Chiang Rai 57210, Thailand",087 727 2915,,4.5,2,"establishment, point_of_interest",19.9128608,99.9306013,เวียงชัย_ไร_ค_ณเก__อ_Melon_Farm_Chiang_rai_0.jpg,,,2,I like trees. I like forests and mountains.,9.993580574970592,29,9,58,2.4591673732008656,1.0,1,4.5,1,1,1,"['establishment', 'point_of_interest']",2,1,1,0,0,0,0,0,0,6,medium,1,1,0,1,33,84,1,43,0,1.199229668996471,3,0.10986122886681096,1.5927272693589847,0,398.0,1999.0,398.0_1999.0,6,0.5411781058737051,4.170845183010043
ChIJZyYiJxql1zARHFChNhCsTzQ,WBG FARM,ฟาร์ม,อำเภอเวียงชัย,"251 หมู่ที่ 12 Tambon Pha Ngam, Amphoe Wiang Chai, Chang Wat Chiang Rai 57210, Thailand",081 150 3998,,5.0,1,"establishment, point_of_interest, shopping_mall",19.8539717,100.0314963,เวียงชัย_WBG_FARM_0.jpg,เวียงชัย_WBG_FARM_1.jpg,เวียงชัย_WBG_FARM_2.jpg,1,,22.09899500516951,10,9,58,2.4158883083359672,1.0,1,5.0,1,1,0,"['establishment', 'point_of_interest', 'shopping_mall']",3,1,1,0,0,0,0,1,0,6,medium,1,1,0,1,8,87,1,0,0,2.651879400620341,3,0.06931471805599453,2.0163582356029006,0,397.0,2001.0,397.0_2001.0,4,0.5386935021544965,7.39210465094585
ChIJTSROFRKn1zARMimS5t6oWtQ,สร้างสุข,ฟาร์ม,อำเภอเวียงชัย,"RXVF+8C6, Don Sila, Wiang Chai District, Chiang Rai 57210, Thailand",084 362 5244,https://www.facebook.com/%E0%B8%9E%E0%B8%AA%E0%B8%98%E0%B8%A3-%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%AA%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%AA%E0%B8%B8%E0%B8%82-104831795324181,5.0,8,"establishment, point_of_interest",19.843282,99.9735186,เวียงชัย_สร_างส_ข_0.jpg,เวียงชัย_สร_างส_ข_1.jpg,เวียงชัย_สร_างส_ข_2.jpg,5,"The atmosphere is great, very natural. The owner of the farm is beautiful and kind. It's very suitable for camping. I will definitely go back again.",16.533267886697196,22,9,58,3.1966952139692824,0.625,1,5.0,1,1,1,"['establishment', 'point_of_interest']",2,1,1,0,0,0,0,0,0,6,medium,1,1,1,2,8,67,1,148,1,1.9839921464036634,3,0.21972245773362195,1.8611143812411857,0,397.0,1999.0,397.0_1999.0,14,0.5835187715492105,5.680226996381886
ChIJo3lqrXz51jAR3pCMu2GMIr8,โอโซนฟาร์ม Ozone Farm,ฟาร์ม,อำเภอแม่จัน,"142 หมู่ 14 Tambon Mae Kham, Amphoe Mae Chan, Chang Wat Chiang Rai 57240, Thailand",065 504 4495,https://www.facebook.com/ozonefarm?locale=th_TH,4.2,26,"establishment, food, point_of_interest, restaurant",20.2228144,99.8412502,แม่จัน_โอโซนฟาร_ม_Ozone_Farm_0.jpg,แม่จัน_โอโซนฟาร_ม_Ozone_Farm_1.jpg,แม่จัน_โอโซนฟาร_ม_Ozone_Farm_2.jpg,5,"For an organic, farm-to-table restaurant, it was a little more difficult than expected to find vegan options. However, the waitress was very helpful thinking of options that would work with my restric",34.66697352672121,29,13,103,3.2062789005697154,0.19230769230769232,1,4.2,0,1,1,"['establishment', 'food', 'point_of_interest', 'restaurant']",4,1,1,1,1,0,0,0,0,6,medium,1,1,1,2,21,82,1,200,0,4.1600368232065446,3,0.3295836866004329,2.5468861529420934,0,404.0,1997.0,404.0_1997.0,11,0.5840689605018947,9.92484757682929
ChIJ5dLpqhqo1zARBWn1tjw_NPw,ฟาร์มสุนัขเอมมี่โกลด์ Emmy Gold Farm (ฟาร์มปอมเมอเรเนี่ยนแท้เชียงราย),ฟาร์ม,อำเภอเวียงชัย,"185 หมู่ 11 Tambon Wiang Chai, Amphoe Wiang Chai, Chang Wat Chiang Rai 57210, Thailand",084 502 0884,http://www.facebook.com/emmygoldcri,3.9,16,"establishment, pet_store, point_of_interest, store",19.8797751,99.8780027,เวียงชัย_ฟาร_มส_น_ขเอมม__โกลด__Emmy_Gold_Farm__ฟาร_มปอมเมอเ_0.jpg,เวียงชัย_ฟาร_มส_น_ขเอมม__โกลด__Emmy_Gold_Farm__ฟาร_มปอมเมอเ_1.jpg,เวียงชัย_ฟาร_มส_น_ขเอมม__โกลด__Emmy_Gold_Farm__ฟาร_มปอมเมอเ_2.jpg,5,"The farm is very clean, the puppies are healthy, and all the parents are beautiful. I did not regret choosing this farm.",5.372883249446595,46,9,58,2.9474918439852815,0.3125,1,3.9,0,1,1,"['establishment', 'pet_store', 'point_of_interest', 'store']",4,1,1,0,0,1,0,0,0,6,medium,1,1,1,2,69,86,1,120,1,0.6447459899335913,3,0.2833213344056216,1.478420197301764,0,398.0,1998.0,398.0_1998.0,10,0.5692122789797796,3.605403188276264
ChIJx3EtKLCl1zAR_T0hOftL7VY,Pha Muen,ฟาร์ม,อำเภอเวียงชัย,"48ม.12 Tambon Pha Ngam, Amphoe Wiang Chai, Chang Wat Chiang Rai 57210, Thailand",084 349 5606,https://www.facebook.com/Pha-Muen-%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%9C%E0%B8%B6%E0%B9%89%E0%B8%87%E0%B8%AD%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%81%E0%B8%81%E0%B8%99%E0%B8%B4%E0%B8%84-322568471976044/,5.0,5,"establishment, point_of_interest",19.8504092,100.0406776,เวียงชัย_Pha_Muen_0.jpg,เวียงชัย_Pha_Muen_1.jpg,เวียงชัย_Pha_Muen_2.jpg,5,Visiting the young student farmers and exchanging knowledge with experts on beekeeping and mushroom cultivation.,23.188628015307668,11,9,58,3.075055681536833,1.0,1,5.0,1,1,1,"['establishment', 'point_of_interest']",2,1,1,0,0,0,0,0,0,6,medium,1,1,1,2,8,79,1,112,0,2.78263536183692,3,0.1791759469228055,2.0885433926279178,0,397.0,2001.0,397.0_2001.0,4,0.5765355791991007,8.568301304433541
ChIJQRsVwqL51jARtHBAB1m0unI,Chiang Rai Koi Farm,ฟาร์ม,อำเภอแม่จัน,"เเม่คําสบเปิน เทศบาล 299 4 ซอย15 Tambon Si Kham, Amphoe Mae Chan, Chang Wat Chiang Rai 57110, Thailand",091 079 0130,,4.3,81,"cafe, establishment, food, point_of_interest",20.2077606,99.8366381,แม่จัน_Chiang_Rai_Koi_Farm_0.jpg,แม่จัน_Chiang_Rai_Koi_Farm_1.jpg,แม่จัน_Chiang_Rai_Koi_Farm_2.jpg,5,"This place is surrounding with the field and not far from Mae Chan city.
Food : testy
Price:  100-200 ฿",32.99885711107407,26,13,103,3.5795436149476925,0.06172839506172839,1,4.3,0,1,1,"['cafe', 'establishment', 'food', 'point_of_interest']",4,1,1,1,0,0,0,0,0,6,medium,1,1,0,1,19,102,1,103,0,3.9598628533288878,3,0.44067192472642536,2.520160433416594,0,404.0,1997.0,404.0_1997.0,11,0.605497678994033,10.144225305917491
ChIJr-2uxBX31jAR2BRa-SW1W9Y,Mor Gold Farm-ฟาร์มหมอทองคำ,ฟาร์ม,อำเภอแม่จัน,"383 ม.7 แม่ไร่ แม่จัน Chang Wat Chiang Rai 57240, Thailand",089 553 1999,http://nav.cx/6MHQCwT,4.6,41,"establishment, point_of_interest",20.2726001,99.8373565,แม่จัน_Mor_Gold_Farm-ฟาร_มหมอทองคำ_0.jpg,แม่จัน_Mor_Gold_Farm-ฟาร_มหมอทองคำ_1.jpg,แม่จัน_Mor_Gold_Farm-ฟาร_มหมอทองคำ_2.jpg,5,Very clean room and the owners are very kind and helpful,40.19472353951136,35,13,103,3.498828726253427,0.12195121951219512,1,4.6,1,1,1,"['establishment', 'point_of_interest']",2,1,1,0,0,0,0,0,0,6,medium,1,1,1,2,27,58,1,56,0,4.823366824741362,3,0.37376696182833685,2.75914013597091,0,405.0,1997.0,405.0_1997.0,10,0.6008639256245616,11.265862560946065
ChIJQ9ASCoP_1jARpDWW7aqN62Q,สุรชัยฟาร์ม แม่จัน,ฟาร์ม,อำเภอแม่จัน,"บ้านปงอ้อ หมู่ 11 แม่จัน Tambon Mae Chan, Amphoe Mae Chan, Chang Wat Chiang Rai 57110, Thailand",087 175 2933,,5.0,1,"establishment, point_of_interest",20.1125791,99.8829674,แม่จัน_ส_รช_ยฟาร_ม_แม_จ_น_0.jpg,แม่จัน_ส_รช_ยฟาร_ม_แม_จ_น_1.jpg,แม่จัน_ส_รช_ยฟาร_ม_แม_จ_น_2.jpg,1,"The best of the self-sufficient agriculture, full of ozone in the lungs, the best fish species.",22.918465236371247,26,13,103,2.4158883083359672,1.0,1,5.0,1,1,1,"['establishment', 'point_of_interest']",2,1,1,0,0,0,0,0,0,6,medium,1,1,0,1,18,95,1,95,0,2.7502158283645497,3,0.06931471805599453,2.0458591639261634,0,402.0,1998.0,402.0_1998.0,5,0.5386935021544965,7.470860943836755
ChIJUevvy9L71jAR9JDXwlHRUyg,Ing Chan Farm,ฟาร์ม,อำเภอแม่จัน,"112/2 หมู่ 14 ถนนทางหลวงหมายเลข 1130 ทางขึ้นดอยแม่สลอง ป่าซาง Tambon Pa Sang, Amphoe Mae Chan, Chang Wat Chiang Rai 57110, Thailand",093 270 2783,https://gamma.app/docs/Ing-chan-farm-Mae-ChanChiang-Rai-wge5zkq6oj95lwz?mode=present#card-9iwpasc1y9xo49b,4.3,162,"cafe, establishment, food, lodging, point_of_interest, restaurant",20.1937134,99.8069053,แม่จัน_Ing_Chan_Farm_0.jpg,แม่จัน_Ing_Chan_Farm_1.jpg,แม่จัน_Ing_Chan_Farm_2.jpg,5,"Highly Recommend!  We came here starving without a booking and were pleasantly impressed with the food.
They have an on-site farm here so all the vegetables are organic and home grown, very fresh!  Al",31.65839146598894,23,13,103,3.785652901010445,0.030864197530864196,1,4.3,0,1,1,"['cafe', 'establishment', 'food', 'lodging', 'point_of_interest', 'restaurant']",6,1,1,1,1,0,1,0,0,6,medium,1,1,1,2,13,131,1,200,0,3.799006975918673,3,0.5093750200806763,2.492514598799805,0,404.0,1996.0,404.0_1996.0,8,0.6173301873976584,10.731035816597895
ChIJ059HCsH-1jARR7ub-ZZHtOI,บ้านนอกฟาร์ม - Farmbannok,ฟาร์ม,อำเภอแม่จัน,"4RHQ+RFX, Mae Chan, Mae Chan District, Chiang Rai 57110, Thailand",093 235 4109,,5.0,1,"establishment, point_of_interest",20.129621,99.8387437,แม่จัน_บ_านนอกฟาร_ม_-_Farmbannok_0.jpg,,,1,Just drunk 555,24.32330376539746,29,13,103,2.4158883083359672,1.0,1,5.0,1,1,1,"['establishment', 'point_of_interest']",2,1,1,0,0,0,0,0,0,6,medium,1,1,0,1,25,65,1,14,0,2.9187964518476948,3,0.06931471805599453,2.0964333509711066,0,403.0,1997.0,403.0_1997.0,20,0.5386935021544965,7.755967865254888
ChIJdWMCLAD51jARf28w2HULlKg,ฟาร์มกบ โชติกา แม่จัน,ฟาร์ม,อำเภอแม่จัน,"539 เด่นป่าสัก ซอย9 Tambon Mae Chan, Amphoe Mae Chan, Chang Wat Chiang Rai 57110, Thailand",094 448 8178,https://www.facebook.com/profile.php?id=100091542280841&mibextid=LQQJ4d,5.0,3,"establishment, point_of_interest",20.1492388,99.8630852,แม่จัน_ฟาร_มกบ_โชต_กา_แม_จ_น_0.jpg,แม่จัน_ฟาร_มกบ_โชต_กา_แม_จ_น_1.jpg,แม่จัน_ฟาร_มกบ_โชต_กา_แม_จ_น_2.jpg,3,"The farm owner is very kind and available for consultation.
If you're interested in adopting a tadpole, please contact the farm.",26.61728129548249,30,13,103,2.8317766166719345,1.0,1,5.0,1,1,1,"['establishment', 'point_of_interest']",2,1,1,0,0,0,0,0,0,6,medium,1,1,1,2,21,90,1,128,0,3.1940737554578984,3,0.13862943611198905,2.1998109574709663,0,403.0,1997.0,403.0_1997.0,20,0.5625691944988807,7.492846319868514
ChIJrVUHX19Z1jAR5gEgsWTx8aA,มดซี่ ฟาร์มนกกระทา,ฟาร์ม,อำเภอแม่จัน,"Unnamed Road 6XRJ+FCJ, Tambon Chan Chawa, Amphoe Mae Chan, Chang Wat Chiang Rai 57270, Thailand",,,5.0,1,"establishment, point_of_interest",20.2412127,99.9810075,แม่จัน_มดซ___ฟาร_มนกกระทา_0.jpg,,,1,,39.88054923199675,12,13,103,2.4158883083359672,1.0,1,5.0,1,1,0,"['establishment', 'point_of_interest']",2,1,1,0,0,0,0,0,0,6,medium,1,0,0,0,18,95,1,0,0,4.78566590783961,3,0.06931471805599453,2.656494187768682,0,405.0,2000.0,405.0_2000.0,6,0.5386935021544965,10.182558160928359
ChIJuXYa9klX1jAR2MkvRC__sT4,จอมสวรรค์ฟาร์ม,ฟาร์ม,อำเภอแม่จัน,"122 Tambon Chom Sawan, Amphoe Mae Chan, Chang Wat Chiang Rai 57110, Thailand",085 722 1413,https://www.facebook.com/chomsawanfarm,5.0,1,"establishment, point_of_interest",20.1984034,99.9191449,แม่จัน_จอมสวรรค_ฟาร_ม_0.jpg,แม่จัน_จอมสวรรค_ฟาร_ม_1.jpg,แม่จัน_จอมสวรรค_ฟาร_ม_2.jpg,1,There are horses and cows. You can bring your children to visit.,33.12521004212864,15,13,103,2.4158883083359672,1.0,1,5.0,1,1,1,"['establishment', 'point_of_interest']",2,1,1,0,0,0,0,0,0,6,medium,1,1,1,2,14,76,1,64,0,3.975025205055437,3,0.06931471805599453,2.41330197693343,0,404.0,1998.0,404.0_1998.0,3,0.5386935021544965,9.56981041861596
ChIJLbwPYLdX1jARP4wZpQUsjAI,ฟาร์ม​เห็ด​ ธน​กฤต​ฟาร์ม​,ฟาร์ม,อำเภอแม่จัน,"Unnamed Road Tambon Chom Sawan, Amphoe Mae Chan, Chang Wat Chiang Rai 57110, Thailand",,,5.0,1,"establishment, point_of_interest",20.1876369,99.9257312,แม่จัน_ฟาร_ม_เห_ด__ธน_กฤต_ฟาร_ม__0.jpg,แม่จัน_ฟาร_ม_เห_ด__ธน_กฤต_ฟาร_ม__1.jpg,แม่จัน_ฟาร_ม_เห_ด__ธน_กฤต_ฟาร_ม__2.jpg,1,The mushrooms are very delicious and the price is not expensive.,32.18084742918991,8,13,103,2.4158883083359672,1.0,1,5.0,1,1,1,"['establishment', 'point_of_interest']",2,1,1,0,0,0,0,0,0,6,medium,1,0,0,0,25,85,1,64,1,3.8617016915027893,3,0.06931471805599453,2.379304922867635,0,404.0,1999.0,404.0_1999.0,4,0.5386935021544965,9.524331414310478
ChIJe_bqJSX51jARIrZp6F3uJmA,อั๋นฟาร์มควายแคระเชียงราย,ฟาร์ม,อำเภอแม่จัน,"232/1 Tambon Mae Kham, Amphoe Mae Chan, Chang Wat Chiang Rai 57240, Thailand",099 463 5241,,5.0,2,"establishment, point_of_interest",20.2335149,99.8755747,แม่จัน_อ__นฟาร_มควายแคระเช_ยงราย_0.jpg,แม่จัน_อ__นฟาร_มควายแคระเช_ยงราย_1.jpg,แม่จัน_อ__นฟาร_มควายแคระเช_ยงราย_2.jpg,2,Genuine,36.06421520959999,26,13,103,2.659167373200866,1.0,1,5.0,1,1,1,"['establishment', 'point_of_interest']",2,1,1,0,0,0,0,0,0,6,medium,1,1,0,1,25,76,1,7,0,4.327705825151999,3,0.10986122886681096,2.531270116205643,0,405.0,1998.0,405.0_1998.0,3,0.5526598868547163,9.773452754583825
